IXacm1K88EqWmjhOTXWu;«Увлекает нас за собой поток временных вещей, но при этом потоке как бы выросло дерево – Господь наш Иисус Христос. Он принял плоть, умер, воскрес, взошёл на небеса. Он как бы согласился быть при потоке временного. Увлекает тебя стремглав этот поток? Держись за дерево. Закружила тебя любовь к миру? Держись за Христа. Ради тебя Он стал временным, чтобы ты стал вечным, ибо Он так стал временным, что при этом остался вечным… Сколь велика разница между двумя людьми в темнице, если один из них обвиняемый, а другой – посетитель! Иногда человек приходит к своему другу навестить его, и тогда, кажется, оба в темнице, но между ними большая разница. Одного держит здесь вина, другого приводит сюда человеколюбие. Так и в нашей смертности: нас держит здесь вина, а Христос пришёл по милосердию  Он вошёл к узнику освободителем, а не обвинителем» (блж. Августин. На послание к Парфянам, II.10).        
45taJDuAe54XpqOZC6NV;«Человек в этом мире должен разрешить проблему: быть со Христом, или быть против Него. И каждый человек, желая того или не желая, решает эту проблему. Или он будет христолюбцем, или христоборцем. Третьего не дано» (прп. Иустин (Попович). Толкование на 1Ин. 4:3).         
G5EsXQrOhmLI05IoY0Ux;«Очищай ум твой от гнева, злопамятства, и постыдных мыслей  и тогда сможешь узнать, как Христос будет обитать в тебе» (прп. Максим Исповедник. Главы о любви, 4.76).        
wzpouLOFf2ezBofQVgXG;«Страх Божий просвещает душу… истребляет лукавство… ослабляет страсти, изгоняет из души тьму и делает ее чистой… Страх Божий - вершина познания  где нет его, там не найдешь ничего доброго… Кто же не имеет страха Божия, тот открыт нападениям диавольским» (прп. Ефрем Сирин).        
3DXPkYltAfHmbV7HXYcd;«Человек приобретает страх Божий, если имеет память [о неизбежности своей] смерти и память о [вечных] мучениях [ожидающих грешников]  если каждый вечер испытывает себя - как он провел день и каждое утро - как прошла ночь  и если не будет дерзким в обращении [с другими]» (прп. авва Дорофей. Душеполезные поучения, 4).       
fR26Uze6hyRrcMxO0Jlr;«Грех делает человека трусливым  а [жизнь] по правде [Христовой] делает его смелым» (свт. Иоанн Златоуст. О статуях, VIII.2).        
zmR4d9dTM3XDCyevACAf;«Кто сделался рабом Господа, тот боится одного своего Владыки  а в ком нет страха Божия, тот часто и тени своей боится… Боязливость есть дочь неверия… Гордая душа - раба страха  уповая на себя, она [при этом доходит до того, что] вздрагивает от слабого звука, и боится даже тени» (прп. Иоанн Лествичник. Лествица, 21.11,1,4).       
ZI93INuF5mIiWlpECfFW;«Кто боится Господа, тот [становится] выше всякого страха, тот устранил и оставил далеко за собой все страхи этого мира, и никакой трепет не приблизится к нему» (прп. Ефрем Сирин. О страхе Божием и о последнем суде).         
Z16Vn7MNDyjg5KNyBHOo;«От Бога нас отделяет ложь, и только ложь... Ложные мысли, ложные слова, ложные чувства, ложные желания - вот совокупность лжи, ведущая нас к небытию, иллюзиям и отречению от Бога» (св. Николай Сербский. Мысли о добре и зле).         
wRs0Fdk6pdvTzQC6vzIW;«Гордой душе Господь не являет Себя. Гордая душа, хотя бы все книги изучила, никогда не познает Господа, ибо она гордостью своею не дает в себе место благодати Святого Духа, а Бог познается только Духом Святым» (прп. Силуан Афонский. Писания, III.11).         
3lq9zFPVStv0kfzBMXCq;«Каждый из нас может рассуждать о Боге настолько, насколько познал благодать Святого Духа  ибо как можем мы думать и рассуждать о том, чего не видели, или о чем не слышали и чего не знаем? Вот святые говорят, что они видели Бога  а есть люди, которые говорят, что Бога нет. Ясно, что они так говорят потому, что не познали Бога, но это совсем не значит, что Его нет. Святые говорят о том, что действительно видели и знают» (прп. Силуан Афонский. Писания, VIII.9).       
z4JHwyu80T1YR2UUpsdb;"«Гордость не дает душе вступить на путь веры. Неверующему я даю такой совет: пусть он скажет: ""Господи, если Ты есть, то просвети меня, и я послужу Тебе всем сердцем и душою"". И за такую смиренную мысль и готовность послужить Богу, Господь непременно просветит… И тогда душа твоя почувствует Господа "" почувствует, что Господь простил ее, и любит ее, и это ты из опыта познаешь, и благодать Святого Духа будет свидетельствовать в душе твоей спасение, и захочешь тогда кричать на весь мир: """"Как много нас любит Господь""""» (прп. Силуан Афонский. Писания, III.6).""        "
w7Auwv44gzhC6NjnR9L3;«Искренняя и горячая вера в Бога может быть только у того, кто хранит себя от всякого греха. Вера сохраняется лишь при доброй нравственности» (прп. Никон Оптинский).         
T5HS1ALyD70jxD1Q5DWp;«Ложь - это заблуждение разума, а зло - заблуждение воли. Признаком, по которому определяется то и другое есть суждение самого Бога... то, чему Он учит человека - истина, то, чего повелевает желать - благо, а [всё], противоречащее этому, полно лжи, полно зла» (св. Николай Кавасила. Семь слов о жизни во Христе, 7).         
84kH0ohWzBoR89LFA0Z4;«Наш мир руководится двумя началами и источниками: Богом и дьяволом. Все хорошее в человеческом мире имеет началом и источником Бога, и все плохое имеет началом и источником дьявола. В конечном счете, всякое добро происходит от Бога, и всякое зло – от дьявола» (прп. Иустин Попович, Толкование на 1Ин. 3:11).         
eE9iV2Q52DbDnqKEiSCn;«Не пища - зло, а чревоугодие, не деторождение, а блуд, не деньги, а сребролюбие, не слава, а тщеславие: а раз так, то в существующем нет ничего злого, [оно лишь] в злоупотреблении [существующим]» (прп. Максим Исповедник. Главы о любви, 3.4).         
EWpwL6cjvjAsc4GbHj3c;«Бог и грех находятся на двух разных полюсах. Никто не может повернуться лицом к Богу, не повернувшись сначала спиной к греху... Когда человек поворачивается лицом к Богу, все пути его ведут к Богу. Когда человек отворачивается от Бога, все пути ведут его к погибели. Когда человек окончательно отрекается от Бога и словом, и сердцем, он уже не способен сделать ничего, что не служило бы к его полному разрушению, и телесному, и душевному» (св. Николай Сербский. Мысли о добре и зле).         
lwNIZFxtXekH69N4LU0Q;«В действительности существует лишь одна свобода - святая Христова свобода, которой Он нас освободил от греха, от зла, от дьявола. Она связывает с Богом. Все другие свободы призрачны, ложны, то есть, на самом деле все они - рабство» (прп. Иустин (Попович). Подвижнические и богословские главы, II.36).         
NuzIylzVQsCb2hNGYMHb;«Одна только вера, что не все кончается здесь земным нашим существованием, - дает силу не цепляться во что бы ни стало за свою малозначащую жизнь и ради ее сохранения идти на всякую подлость, низость и унижение... Действительно свободным может быть только человек глубоко и искренне верующий. Зависимость от Господа Бога - единственная зависимость, которая человека не унижает и не превращает в жалкого раба, а, наоборот, возвышает» (муч. Александр Медем. Письмо сыну, 1922 г.).         
ZsqSVeyu9CbftyVRgwRy;«Некоторые под именем свободы хотят понимать способность и невозбранность делать все, что хочешь... Люди, более попустившие себя в рабство грехам, страстям, порокам, - чаще других являются ревнителями внешней свободы, сколь возможно расширенной пред законом. [Но такой человек] внешней свободой пользуется только для того, чтобы глубже погружаться во внутреннее рабство. Истинная свобода есть деятельная способность человека, не порабощенного греху, не тяготимого осуждающей совестью, избирать лучшее при свете истины Божией и приводить его в действие при помощи благодатной силы Божией. Вот свобода, которой не стесняет ни небо, ни земля» (свт. Филарет Московский. Слово в день рождения императора Николая I, 1851 г.).         
mtz26UaxkMfLoySW8cGN;«Господь хочет, чтобы мы любили друг друга  в этом свобода — в любви к Богу и к ближнему. В этом и свобода и равенство. А в земных чинах равенства быть не может, но это не важно для души. Не всякий может быть царем, не всякий может быть патриархом или начальником  но во всяком чине можно любить Бога и угодить Ему, и только это важно. И кто больше любит Бога на земле, тот в большей славе будет в Царствии» (прп. Силуан Афонский. Писания, VI.23).       
TbKxwtESmyv3fnTLxqUf;«Каждый христианин должен находить для себя обязанность и побуждение непременно сделаться святым. Если же вы живете без старания и без надежды быть святыми, то вы христиане лишь по имени, а не по существу, а без святости никто не увидит Господа, то есть, не достигнет вечного блаженства. Верно слово, что Христос Иисус пришёл в мир спасти грешников (1Тим.1:15). Но мы обманываемся, если думаем, что спасемся, оставаясь грешниками. Спасает Христос грешников тем, что дает им средство сделаться святыми» (свт. Филарет Московский. Слово, сказанное 23 сентября 1847 г.).         
4E9dbwISI1cX1CGGXhLL;«Достижение святости - это удел не одних лишь монахов, как некоторые думают  к святости призваны и семейные люди, обладающие всякими профессиями, живущие в миру, потому что заповедь о совершенстве и святости дана не одним лишь монахам, а всем людям» (свщмч. Онуфрий (Гагалюк)).        
Qtxqw9AnmN2QbosxlnWG;«Главная цель жизни нашей – живое общение с Богом. Для этого и Сын Божий воплотился, чтобы возвратить нам такое богообщение, потерянное грехопадением. Чрез Господа Иисуса, Сына Божия, [мы] вступаем в общение с Отцом и таким образом достигаем своей цели» (свт. Феофан Затворник. Письма к разным лицам, 24).         
FJ50xWZIKXexGfVFaNFR;«Подобно тому, как люди идут на войну не для того, чтобы наслаждаться войной, но для того, чтобы спастись от войны, также и мы приходим в этот мир не для того, чтобы наслаждаться им, а для того, чтобы спастись от него. Люди идут на войну ради чего-то большего, чем война, так и мы приходим в эту временную жизнь ради чего-то большего, чем она - ради жизни вечной. И как солдаты с радостью думают о возвращении домой, так и христиане постоянно помнят о конце своей жизни и возвращении в свое Небесное Отечество» (св. Николай Сербский. Мысли о добре и зле).         
y3wjF07KS6wn0klVp8FC;«Блаженна смиренная душа  любит ее Господь. Выше всех во смирении Божия Матерь, и за то ублажают Ее все роды на земле и служат Ей все силы небесные  и сию Матерь Свою дал нам Господь в заступление и помощь» (прп. Силуан Афонский. Писания, III.14).       
Vv5aUVINbj7d7boExuaO;"«""Любящих Меня Я люблю и прославляющих Меня прославлю"" (Притч. 8:17, 1Цар. 2:30), говорит Господь [о святых Своих]. Святым Господь даровал Духа Святого, и они в Духе Святом любят нас. Святые слышат наши молитвы и имеют от Бога силу помогать нам. Об этом знает весь род христианский» (прп. Силуан Афонский. Писания, ХII.1,8).         "
MHuWIMYJFdJptWkGvsRN;«Многим кажется, что Святые от нас далеки. Но далеки они от тех, которые сами удалились, и очень близки к тем, которые хранят заповеди Христовы и имеют благодать Святого Духа. На небесах все движется Духом Святым. Но и на земле — тот же Дух Святой. Он живет в нашей Церкви  Он живет в таинствах  Он — в Священном Писании  Он — в душах верующих. Дух Святой всех соединяет, и потому Святые нам близки  и когда мы молимся им, то в Духе Святом они слышат наши молитвы, и наши души чувствуют, что они молятся за нас» (прп. Силуан Афонский. Писания, ХII.3).     
AIWs3cESLRzL4bPnN7Zo;«Святые похожи на Господа, но и все люди, которые хранят заповеди Христовы, похожи на Него, а те, которые живут по своим страстям и не каются, похожи на диавола. Думаю, что если бы эта тайна открылась людям, то перестали бы они служить врагу, но каждый всею силою стремился бы знать Господа и быть похожим на Него» (прп. Силуан Афонский. Писания, ХII.9).         
i993pfV4tSoFlZ8yn4gX;«Когда душа в Духе Святом познает Божию Матерь  когда в Духе Святом она станет родною апостолам, пророкам, и всем святым и праведным, тогда неудержимо влечется она в тот мир, и не может остановиться, но скучает, и томится, и не может оторваться от молитвы, но хотя изнемогает тело и хочет лечь в постель, но и в постели лежа, душа рвется к Господу и в Царство Святых» (прп. Силуан Афонский. Писания, I.28).        
n6nBJwxGfknWiYYAHqUl;«Священное Писание приводит нас к Богу и открывает путь Богопознания» (свт. Иоанн Златоуст. Беседы на Евангелие от Иоанна, 59.2).         
P9iqu8Ix3PgVmdxiLKDS;«Из всех недугов, обременяющих человеческую природу, нет ни одного - ни душевного, ни телесного, который не мог бы получить исцеления из Писания» (свт. Иоанн Златоуст. Беседы на книгу Бытия, 29.1).         
5p8mFF9Zntgtxjz20aEp;«Подобно тому, как лишенные света не могут прямо идти, так и не видящие луча Божественного Писания вынуждены грешить, так как ходят в самой глубокой тьме» (свт. Иоанн Златоуст. Беседы на послание к Римлянам, 0.1).         
7tDMJd4SaR5VhngEqeHh;«[Человек] смиренный и ведущий духовную жизнь, читая Священное Писание, все будет относить к себе, а не к другим» (прп. Марк Подвижник. Слова, 1.6).         
qpZuDmdxU3Y8zYnut4Zk;«Во всем, что встретится тебе в Писаниях, доискивайся цели слова, чтобы проникнуть тебе в глубину мысли святых, и с большой точностью уразуметь ее… К [чтению] Божественного Писания, не приступай без молитвы и испрошения помощи у Бога… Молитву считай ключом к истинному пониманию сказанного в Божественных Писаниях» (прп. Исаак Сирин. Слова, 1,85).         
XPVSRdMPyGDqQd5n7gfU;"«Когда начинаешь читать или слушать [Священное Писание], помолись Богу так: ""Господи Иисусе Христе, отверзи уши и очи сердца моего, чтобы мне услышать Твои слова и понять их, и исполнить волю Твою"". Всегда так моли Бога, чтобы просветил твой ум и открыл тебе силу Своих слов. Многие, понадеявшись на свой разум, подверглись заблуждению» (прп. Ефрем Сирин).         "
aPGKnmu5AOhE7G9GPVFS;«[Тяжко согрешают гордецы], которые после изучения светской литературы, обращаясь к священным Писаниям, все, что ни говорят, считают законом Божиим и не пытаются познать мысли пророков и апостолов, но к своим собственным мыслям выискивают [из Писания] несоответственные тексты, как будто бы это было хорошее дело, а не самый порочный род учения - искажать мысли Писания и подчинять его своему произволу, несмотря на явные противоречия... Свойственны детям и шарлатанам подобные попытки учить тому, чего не знаешь» (блж. Иероним. Письмо к св. Павлину).         
30WsETz9X3EaOtKezCZy;«Если кто-либо захочет обезопаситься от обманов и пребыть здравым в вере, то должен оградить веру свою во-первых, авторитетом Священного Писания, а во-вторых Преданием Церкви. Но, быть может, кто-нибудь спросит: канон Писаний совершенен и достаточен для всего, зачем же присоединять к нему авторитет Предания? – Потому, что Писание не все понимают одинаково, но один толкует его так, а другой иначе, так что можно извлечь из него столько же смыслов, сколько есть голов. А потому-то необходимо руководствоваться церковным пониманием... Что такое предание? То, во что [в Церкви] верили все, всегда и всюду... То, что ты принял, а не то, что ты выдумал… [ведь] наш долг - не религию вести, куда захотели бы, но следовать, куда она поведет, и не свое передавать потомкам, но хранить принятое от предков» (прп. Викентий Лиринский. Записки Перегрина).         
4qXREpJm9vVNVcDmPrqN;«Не дерзай сам истолковывать Евангелие и прочие книги Священного Писания. Писание произнесено святыми пророками и апостолами, произнесено не произвольно, но по внушению Святого Духа. Как же не безумно истолковывать его произвольно? Святой Дух, произнесший чрез пророков и апостолов Слово Божие, истолковал его чрез святых отцов. И Слово Божие и толкование его — дар Святого Духа. Только это одно [святоотеческое] истолкование принимает святая Православная Церковь и ее истинные чада!» (свт. Игнатий (Брянчанинов). О чтении Евангелия).         
bIqiP0cA8KRTVVZWy0HV;"«Ко мне иногда приходят японцы-протестанты, просят объяснить какое-либо место Священного Писания. ""Да у вас же есть свои учителя-миссионеры - их спросите,"" - говорю я им, - ""Что они отвечают?"" – ""Мы у них спрашивали, говорят: понимай, как знаешь "" но мне нужно знать подлинную мысль Божию, а не мое личное мнение""""... У нас не так, все светло и надежно, ясно и прочно - потому что мы кроме Священного Писания принимаем еще Священное Предание, а Священное Предание - это живой, непрерывающийся голос... нашей Церкви со времен Христа и Его Апостолов доныне, который будет до скончания мира. На нем-то утверждается все в целом Священное Писание» (свт. Николай Японский. Дневник, 15 января 1897 г.).""        "
RXzAbgG9nSEiMgzieo1O;«Братья и сестры! Всемилостивый Бог хочет для всех нас счастья и в этой жизни, и в следующей. Для этого Он основал Свою святую Церковь, чтобы она очищала нас от греха, чтобы освящала нас, примиряла с Ним и дарила нам небесное благословение. У Церкви всегда открыты объятия для нас. Поспешим же в них скорее все мы, у кого совесть отягощена. Поспешим – и Церковь поднимет тяжесть нашей ноши, подарит нам дерзновение к Богу, наполнит сердце наше счастьем и блаженством» (свт. Нектарий Эгинский. Путь к счастью, 1).         
4K67aipTQu2mWizgOc7N;«Церковь Христова - единая, святая, вселенская и апостольская. Она представляет собой единое тело духовное, глава которого - Иисус Христос, с единым Духом Святым, пребывающим в ней. [Поместные] частные Церкви суть члены единого тела Церкви Вселенской, и они, как ветви одного дерева, питаются от одного корня одними и теми же соками. Она называется святой, потому что освящена святым Словом, делами, жертвой и страданиями ее Основателя, Иисуса Христа, на что Он пошёл ради того, чтобы спасти людей и привести их к святости. Церковь называется Вселенской потому что она не ограничивается ни местом, ни временем, ни народом, ни языком. Она обращается ко всему человечеству. Православная Церковь называется апостольской, потому, что дух, учение и труды Апостолов Христа полностью сохранены в ней» (свт. Николай Сербский. Катехизис).         
ibgHKF6aZFdVoDJcMxcI;«Знаем мы и убеждены в том, что отпадение от Церкви в раскол ли, в ересь ли, в сектантство ли - есть полная погибель и духовная смерть. Для нас нет христианства вне Церкви. Если Христос создал Церковь и Церковь - Тело Его, то оторваться от Тела Его - значит умереть» (св. Иларион (Троицкий). О жизни в Церкви).         
vPKGovXOO1VkBmfX5X0U;«Не должно у других искать истины, которую легко взять у Церкви. Ибо в нее, как бы в богатую сокровищницу, апостолы в полноте положили все, что принадлежит истине, так что каждый желающий может принимать от нее питие жизни. Она есть дверь жизни» (Св. Ириней Лионский. Против ересей, III.4).         
8ONU5oIaLEnqx3QReAIe;«Церковь - свята, хотя в ней есть и согрешающие. Согрешающие, но очищающие себя истинным покаянием не препятствуют Церкви быть святой  а нераскаянные грешники или видимым действием церковной власти, или невидимым действием суда Божия как мертвые члены отсекаются от тела Церкви, и таким образом она и в этом отношении сохраняется святой» (свт. Филарет Московский. Катехизис).        
cI6JhpB6O7hxFQKL9151;«Когда мы живем со Христом? Когда живем согласно Его Евангелию, [и в] Его Церкви. Ведь в Церкви не только Его Евангелие, но и Сам Он, со всеми Своими совершенствами и добродетелями. Церковь есть вечноживое Тело Богочеловека Христа… В нее вступают посредством священных таинств, в ней пребывают посредством святых добродетелей… Господь наш Иисус Христос пребывает непрерывно в этом мире с Церковью. Он пребывает и с каждым членом Церкви на протяжении всех веков… Он оставил нам всего Себя в Церкви и постоянно дает дает нам всего Себя, чтобы могли и мы жить в этом мире согласно тому, как Он жил» (прп. Иустин Попович, Толкование на 1Ин. 4:9, 17). Духовный наставник         
8DUZWajVryRwWiF1klk7;«Помышляй, что в духовнике живет Святый Дух, и он тебе скажет, что должно. Но если ты подумаешь, что духовник живет нерадиво, и как может в нем жить Святый Дух, то за такую мысль ты сильно пострадаешь, ?и Господь смирит тебя, и ты непременно падешь в прелесть?» (прп. Силуан Афонский. Писания, II.1).         
UaV2yJ4vAwPJRvPrJ89R;«Если человек не все говорит духовнику, то его дорога кривая и не ведет ко спасению, а кто все говорит, тот прямо пойдет в Царство Небесное» (прп. Силуан Афонский. Писания, ХIII.9).         
1omH4JBaK8q0n4XpPvL6;«Все говори духовнику, и тогда Господь помилует тебя, и избежишь прелести. А если подумаешь, что ты в духовной жизни знаешь больше духовника и перестанешь говорить ему на исповеди, что с тобою бывает, то за гордость эту непременно попустится тебе некая прелесть ради вразумления» (прп. Силуан Афонский. Писания, ХVII.13).         
pUXkYf7MTZmFY6fKz3Uc;«Через духовника в таинстве действует Дух Святой, и потому когда выйдешь от духовника, душа чувствует свое обновление, а если уходишь от духовника смущенный, то, значит, нечисто исповедался и сам не простил брату своему от души согрешений его» (прп. Силуан Афонский. Писания, ХIII.11).         
yOULeRmEs9QABasNtRNY;«Господь до того возлюбил нас, что страдал за нас на кресте  и страдания Его были столь велики, что постигнуть их мы не можем. Так и наши духовные пастыри страдают за нас, хотя мы часто не видим их страданий. И чем больше любовь пастыря, тем больше ему страданий  и мы, овцы, должны понимать это, и любить, и почитать своих пастырей» (прп. Силуан Афонский. Писания, ХIII.2).       
qIWmiGwFsfA6JnLpsw8M;«Духовный отец только как столп указывает путь, а идти надо самому. Если отец духовный будет указывать, а ученик сам не будет двигаться, то он никуда не уйдет, а так и сгниет у этого столпа» (прп. Никон Оптинский). Воздаяние         
uGhXaik8kmP3kjUV099s;«Не заблуждайся относительно знания о том, что будет [с тобой после смерти]: что здесь посеешь, то там и пожнешь. После исхода отсюда никому нельзя уже достичь успеха… Здесь делание, - там воздаяние, здесь подвиг, - там венцы» (прп. Варсонофий Великий. Руководство, 606).         
